Area,Demand,Supply,Date,,,
Mymensingh,1387,1187,4/25/24,,,
Sylhet ,590,590,4/25/24,,,
Barisal ,503.6,503.6,4/25/24,,,
Rangpur ,1104,911,4/25/24,,,
Dhaka,5531.69,5411.69,4/24/24,,,
Chittagong ,1517,1412,4/24/24,,,
Khulna ,1905.2,1905.2,4/24/24,,,
Rajshahi ,1825.6,1825.6,4/24/24,,,
Comilla,1555,1465,4/24/24,,,
Mymensingh,1463,1113,4/24/24,,,
Sylhet ,609,609,4/24/24,,,
Barisal ,487,487,4/24/24,,,
Rangpur ,1066,931,4/24/24,,,
Dhaka,5526.75,5402.75,4/23/24,,,
Chittagong ,1585.5,1457.5,4/23/24,,,
Khulna ,1946.7,1946.7,4/23/24,,,
Rajshahi ,1865,1865,4/23/24,,,
Comilla,1554,1464,4/23/24,,,
Mymensingh,1425,1125,4/23/24,,,
Sylhet ,596,596,4/23/24,,,
Barisal ,509,509,4/23/24,,,
Rangpur ,1025,929,4/23/24,,,
Dhaka,5500,5410,4/22/24,,,
Chittagong ,1456,1356,4/22/24,,,
Khulna ,1944,1944,4/22/24,,,
Rajshahi ,1817.4,1817.4,4/22/24,,,
Comilla,1619,1583,4/22/24,,,
Mymensingh,1402,1232,4/22/24,,,
Sylhet ,612,612,4/22/24,,,
Barisal ,513,513,4/22/24,,,
Rangpur ,1029,979,4/22/24,,,
Dhaka,5283.61,5263.61,4/21/24,,,
Chittagong ,1359.4,1359.4,4/21/24,,,
Khulna ,1958,1958,4/21/24,,,
Rajshahi ,1830.4,1830.4,4/21/24,,,
Comilla,1486,1437,4/21/24,,,
Mymensingh,1314,1164,4/21/24,,,
Sylhet ,475,475,4/21/24,,,
Barisal ,502.4,502.4,4/21/24,,,
Rangpur ,1039,939,4/21/24,,,
Dhaka,5155,5115,4/20/24,,,
Chittagong ,1337.5,1337.5,4/20/24,,,
Khulna ,1927.6,1927.6,4/20/24,,,
Rajshahi ,1815.2,1815.2,4/20/24,,,
Comilla,1364,1280,4/20/24,,,
Mymensingh,1378,1178,4/20/24,,,
Sylhet ,561,561,4/20/24,,,
Barisal ,500.3,500.3,4/20/24,,,
Rangpur ,1014,964,4/20/24,,,
Dhaka,4532.1,4532.1,4/19/24,,,
Chittagong ,1305.5,1305.5,4/19/24,,,
Khulna ,1838.6,1838.6,4/19/24,,,
Rajshahi ,1721.6,1721.6,4/19/24,,,
Comilla,1385,1385,4/19/24,,,
Mymensingh,1244,1112,4/19/24,,,
Sylhet ,471,471,4/19/24,,,
Barisal ,477.5,477.5,4/19/24,,,
Rangpur ,959,889,4/19/24,,,
Dhaka,4780.27,4780.27,4/18/24,,,
Chittagong ,1473,1378,4/18/24,,,
Khulna ,1837,1837,4/18/24,,,
Rajshahi ,1696.6,1696.6,4/18/24,,,
Comilla,1361,1361,4/18/24,,,
Mymensingh,1246,1106,4/18/24,,,
Sylhet ,509,509,4/18/24,,,
Barisal ,491,491,4/18/24,,,
Rangpur ,992,922,4/18/24,,,
Dhaka,3755,3755,4/17/24,,,
Chittagong ,1415,1316,4/17/24,,,
Khulna ,1765,1765,4/17/24,,,
Rajshahi ,1775,1775,4/17/24,,,
Comilla,1226,1154,4/17/24,,,
Mymensingh,1030,1030,4/17/24,,,
Sylhet ,205,205,4/17/24,,,
Barisal ,341.7,341.7,4/17/24,,,
Rangpur ,1014,943,4/17/24,,,
Dhaka,3696.28,3696.28,4/16/24,,,
Chittagong ,1351.5,1351.5,4/16/24,,,
Khulna ,1664.4,1664.4,4/16/24,,,
Rajshahi ,1667.6,1667.6,4/16/24,,,
Comilla,933,933,4/16/24,,,
Mymensingh,1065,1065,4/16/24,,,
Sylhet ,438,438,4/16/24,,,
Barisal ,392.4,392.4,4/16/24,,,
Rangpur ,1018,970,4/16/24,,,
Dhaka,3861.48,3861.48,4/15/24,,,
Chittagong ,1395.3,1307.3,4/15/24,,,
Khulna ,1862.3,1855.3,4/15/24,,,
Rajshahi ,1701.4,1701.4,4/15/24,,,
Comilla,1461,1461,4/15/24,,,
Mymensingh,1210,1145,4/15/24,,,
Sylhet ,579,579,4/15/24,,,
Barisal ,467,467,4/15/24,,,
Rangpur ,1002,917,4/15/24,,,
Dhaka,3241.74,3241.74,4/14/24,,,
Chittagong ,1200,1200,4/14/24,,,
Khulna ,1703.6,1703.6,4/14/24,,,
Rajshahi ,1567.6,1567.6,4/14/24,,,
Comilla,1428,1428,4/14/24,,,
Mymensingh,983,872,4/14/24,,,
Sylhet ,549,549,4/14/24,,,
Barisal ,463.2,463.2,4/14/24,,,
Rangpur ,939,919,4/14/24,,,
Dhaka,3161.46,3161.46,4/13/24,,,
Chittagong ,1296.6,1296.6,4/13/24,,,
Khulna ,1617.4,1617.4,4/13/24,,,
Rajshahi ,1526.2,1526.2,4/13/24,,,
Comilla,1370,1360,4/13/24,,,
Mymensingh,1172,1137,4/13/24,,,
Sylhet ,541,541,4/13/24,,,
Barisal ,449,449,4/13/24,,,
Rangpur ,926,926,4/13/24,,,
Dhaka,2895.44,2895.44,4/12/24,,,
Chittagong ,1128.5,1128.5,4/12/24,,,
Khulna ,1559.7,1559.7,4/12/24,,,
Rajshahi ,1417.6,1417.6,4/12/24,,,
Comilla,1314,1314,4/12/24,,,
Mymensingh,1149,1149,4/12/24,,,
Sylhet ,507,507,4/12/24,,,
Barisal ,416,416,4/12/24,,,
Rangpur ,843,843,4/12/24,,,
Dhaka,2798.66,2798.66,4/11/24,,,
Chittagong ,946.5,946.5,4/11/24,,,
Khulna ,1403,1403,4/11/24,,,
Rajshahi ,1207.8,1207.8,4/11/24,,,
Comilla,1297,1297,4/11/24,,,
Mymensingh,1051,1051,4/11/24,,,
Sylhet ,503,503,4/11/24,,,
Barisal ,394,394,4/11/24,,,
Rangpur ,732,732,4/11/24,,,
Dhaka,3048.73,3048.73,4/10/24,,,
Chittagong ,1187,1187,4/10/24,,,
Khulna ,1507.4,1507.4,4/10/24,,,
Rajshahi ,1411,1411,4/10/24,,,
Comilla,1263,1263,4/10/24,,,
Mymensingh,1151,1151,4/10/24,,,
Sylhet ,483,483,4/10/24,,,
Barisal ,400,400,4/10/24,,,
Rangpur ,922,922,4/10/24,,,
Dhaka,3337.57,3337.57,4/9/24,,,
Chittagong ,1181,1181,4/9/24,,,
Khulna ,1643.4,1643.4,4/9/24,,,
Rajshahi ,1542.4,1542.4,4/9/24,,,
Comilla,1370,1370,4/9/24,,,
Mymensingh,1169,1169,4/9/24,,,
Sylhet ,550,550,4/9/24,,,
Barisal ,415,415,4/9/24,,,
Rangpur ,916,916,4/9/24,,,
Dhaka,3741.38,3741.38,4/8/24,,,
Chittagong ,1333,1333,4/8/24,,,
Khulna ,1459.2,1459.2,4/8/24,,,
Rajshahi ,1493.6,1493.6,4/8/24,,,
Comilla,1275,1275,4/8/24,,,
Mymensingh,1172,1076,4/8/24,,,
Sylhet ,498,498,4/8/24,,,
Barisal ,353.5,353.5,4/8/24,,,
Rangpur ,906,906,4/8/24,,,
Dhaka,4701.55,4701.55,4/7/24,,,
Chittagong ,1243.9,1243.9,4/7/24,,,
Khulna ,1583.6,1583.6,4/7/24,,,
Rajshahi ,1615,1565,4/7/24,,,
Comilla,1168,1168,4/7/24,,,
Mymensingh,1188,1073,4/7/24,,,
Sylhet ,467,467,4/7/24,,,
Barisal ,304.5,304.5,4/7/24,,,
Rangpur ,928,828,4/7/24,,,
Dhaka,5296.7,5246.7,4/6/24,,,
Chittagong ,1346,1326,4/6/24,,,
Khulna ,1956,1776,4/6/24,,,
Rajshahi ,1695.6,1565.6,4/6/24,,,
Comilla,1450,1200,4/6/24,,,
Mymensingh,1273,1093,4/6/24,,,
Sylhet ,551,546,4/6/24,,,
Barisal ,471,416,4/6/24,,,
Rangpur ,985,895,4/6/24,,,
Dhaka,4986.49,4936.49,4/5/24,,,
Chittagong ,1432,1302,4/5/24,,,
Khulna ,1874.6,1689.6,4/5/24,,,
Rajshahi ,1743.2,1580.2,4/5/24,,,
Comilla,1457,1412,4/5/24,,,
Mymensingh,1256,1106,4/5/24,,,
Sylhet ,450,450,4/5/24,,,
Barisal ,476.5,476.5,4/5/24,,,
Rangpur ,930,830,4/5/24,,,
Dhaka,5415.01,5205.01,4/4/24,,,
Chittagong ,1454.3,1311.3,4/4/24,,,
Khulna ,1840.2,1674.2,4/4/24,,,
Rajshahi ,1627.4,1485.4,4/4/24,,,
Comilla,1419,1229,4/4/24,,,
Mymensingh,1274,1082,4/4/24,,,
Sylhet ,422,362,4/4/24,,,
Barisal ,481,481,4/4/24,,,
Rangpur ,837,741,4/4/24,,,
Dhaka,5457,5232,4/3/24,,,
Chittagong ,1399,1229,4/3/24,,,
Khulna ,1717,1587,4/3/24,,,
Rajshahi ,1550,1410,4/3/24,,,
Comilla,1356,1176,4/3/24,,,
Mymensingh,1255,1075,4/3/24,,,
Sylhet ,533,473,4/3/24,,,
Barisal ,455,425,4/3/24,,,
Rangpur ,876,766,4/3/24,,,
Dhaka,5295.68,5095.68,4/2/24,,,
Chittagong ,1339,1199,4/2/24,,,
Khulna ,1807,1632,4/2/24,,,
Rajshahi ,1554.4,1384.4,4/2/24,,,
Comilla,1335,1135,4/2/24,,,
Mymensingh,1247,1057,4/2/24,,,
Sylhet ,486,411,4/2/24,,,
Barisal ,463.3,463.3,4/2/24,,,
Rangpur ,851,766,4/2/24,,,
Dhaka,5083.53,4953.53,4/1/24,,,
Chittagong ,1397.5,1307.5,4/1/24,,,
Khulna ,1788.7,1658.7,4/1/24,,,
Rajshahi ,1499,1349,4/1/24,,,
Comilla,1280,1107,4/1/24,,,
Mymensingh,1205,1135,4/1/24,,,
Sylhet ,451,411,4/1/24,,,
Barisal ,470.5,470.5,4/1/24,,,
Rangpur ,867,797,4/1/24,,,
Dhaka,4830.41,4820.41,3/31/24,,,
Chittagong ,1335,1335,3/31/24,,,
Khulna ,1710.2,1710.2,3/31/24,,,
Rajshahi ,1503.8,1503.8,3/31/24,,,
Comilla,1193,1193,3/31/24,,,
Mymensingh,1098,1058,3/31/24,,,
Sylhet ,468,468,3/31/24,,,
Barisal ,453,453,3/31/24,,,
Rangpur ,807,807,3/31/24,,,
Dhaka,4998.88,4933.88,3/30/24,,,
Chittagong ,1247,1167,3/30/24,,,
Khulna ,1707.4,1557.4,3/30/24,,,
Rajshahi ,1370.4,1245.4,3/30/24,,,
Comilla,1320,1220,3/30/24,,,
Mymensingh,1204,1138,3/30/24,,,
Sylhet ,448,448,3/30/24,,,
Barisal ,444,444,3/30/24,,,
Rangpur ,806,726,3/30/24,,,
Dhaka,4383.92,4383.92,3/29/24,,,
Chittagong ,1317.5,1317.5,3/29/24,,,
Khulna ,1656,1656,3/29/24,,,
Rajshahi ,1319.8,1319.8,3/29/24,,,
Comilla,1198,1198,3/29/24,,,
Mymensingh,1177,1119,3/29/24,,,
Sylhet ,515,515,3/29/24,,,
Barisal ,421.4,421.4,3/29/24,,,
Rangpur ,728,728,3/29/24,,,
Dhaka,4596.03,4596.03,3/25/24,,,
Chittagong ,1279.5,1279.5,3/25/24,,,
Khulna ,1392,1392,3/25/24,,,
Rajshahi ,1285,1285,3/25/24,,,
Comilla,1191,1181,3/25/24,,,
Mymensingh,1077,1057,3/25/24,,,
Sylhet ,480,470,3/25/24,,,
Barisal ,393,393,3/25/24,,,
Rangpur ,683,683,3/25/24,,,
Dhaka,4100.56,4100.56,3/24/24,,,
Chittagong ,1240,1240,3/24/24,,,
Khulna ,1601,1601,3/24/24,,,
Rajshahi ,1179,1179,3/24/24,,,
Comilla,624,624,3/24/24,,,
Mymensingh,908,908,3/24/24,,,
Sylhet ,379,379,3/24/24,,,
Barisal ,374,374,3/24/24,,,
Rangpur ,635,635,3/24/24,,,
Dhaka,3611.64,3611.64,3/22/24,,,
Chittagong ,1058.5,1058.5,3/22/24,,,
Khulna ,1202.8,1202.8,3/22/24,,,
Rajshahi ,981.2,981.2,3/22/24,,,
Comilla,947,947,3/22/24,,,
Mymensingh,945,945,3/22/24,,,
Sylhet ,389,389,3/22/24,,,
Barisal ,313.6,313.6,3/22/24,,,
Rangpur ,577,577,3/22/24,,,
Dhaka,3930.91,3930.91,3/21/24,,,
Chittagong ,1006.1,1006.1,3/21/24,,,
Khulna ,1019,1019,3/21/24,,,
Rajshahi ,953.2,953.2,3/21/24,,,
Comilla,905,905,3/21/24,,,
Mymensingh,946,946,3/21/24,,,
Sylhet ,363,363,3/21/24,,,
Barisal ,296.5,296.5,3/21/24,,,
Rangpur ,578,578,3/21/24,,,
Dhaka,4085.39,4085.39,3/20/24,,,
Chittagong ,1234.1,1234.1,3/20/24,,,
Khulna ,1126.3,1126.3,3/20/24,,,
Rajshahi ,871.6,871.6,3/20/24,,,
Comilla,1067,1067,3/20/24,,,
Mymensingh,822,822,3/20/24,,,
Sylhet ,410,410,3/20/24,,,
Barisal ,329.4,329.4,3/20/24,,,
Rangpur ,428,428,3/20/24,,,
Dhaka,4071.35,4071.35,3/19/24,,,
Chittagong ,1271,1271,3/19/24,,,
Khulna ,1451.7,1451.7,3/19/24,,,
Rajshahi ,1316.6,1316.6,3/19/24,,,
Comilla,1175,1175,3/19/24,,,
Mymensingh,947,947,3/19/24,,,
Sylhet ,473,473,3/19/24,,,
Barisal ,349.6,349.6,3/19/24,,,
Rangpur ,795,795,3/19/24,,,
Dhaka,4620,4610,3/18/24,,,
Chittagong ,1232,1232,3/18/24,,,
Khulna ,1501.2,1501.2,3/18/24,,,
Rajshahi ,1384,1384,3/18/24,,,
Comilla,1217,1200,3/18/24,,,
Mymensingh,1201,1111,3/18/24,,,
Sylhet ,479,479,3/18/24,,,
Barisal ,382.1,382.1,3/18/24,,,
Rangpur ,822,822,3/18/24,,,
Dhaka,4472.35,4472.35,3/17/24,,,
Chittagong ,1171.8,1171.8,3/17/24,,,
Khulna ,1467.5,1467.5,3/17/24,,,
Rajshahi ,1359.4,1359.4,3/17/24,,,
Comilla,1256,1256,3/17/24,,,
Mymensingh,1164,1092,3/17/24,,,
Sylhet ,491,491,3/17/24,,,
Barisal ,369,369,3/17/24,,,
Rangpur ,776,776,3/17/24,,,
Dhaka,4412.59,4412.59,3/16/24,,,
Chittagong ,1235,1235,3/16/24,,,
Khulna ,1509.9,1509.9,3/16/24,,,
Rajshahi ,1308.8,1308.8,3/16/24,,,
Comilla,1206,1206,3/16/24,,,
Mymensingh,1070,1045,3/16/24,,,
Sylhet ,427,427,3/16/24,,,
Barisal ,378.4,378.4,3/16/24,,,
Rangpur ,760,760,3/16/24,,,
Dhaka,4152.06,4152.06,3/15/24,,,
Chittagong ,1022.5,1022.5,3/15/24,,,
Khulna ,1520.8,1520.8,3/15/24,,,
Rajshahi ,1245.8,1245.8,3/15/24,,,
Comilla,1145,1145,3/15/24,,,
Mymensingh,1118,1038,3/15/24,,,
Sylhet ,462,462,3/15/24,,,
Barisal ,358,358,3/15/24,,,
Rangpur ,711,711,3/15/24,,,
Dhaka,4511.46,4511.46,3/14/24,,,
Chittagong ,1126.1,1126.1,3/14/24,,,
Khulna ,1506,1506,3/14/24,,,
Rajshahi ,1302.6,1302.6,3/14/24,,,
Comilla,966,966,3/14/24,,,
Mymensingh,1119,1029,3/14/24,,,
Sylhet ,430,430,3/14/24,,,
Barisal ,344,344,3/14/24,,,
Rangpur ,792,792,3/14/24,,,
Dhaka,4566.01,4566.01,3/13/24,,,
Chittagong ,1136,1136,3/13/24,,,
Khulna ,1470.8,1470.8,3/13/24,,,
Rajshahi ,1218.8,1218.8,3/13/24,,,
Comilla,1156,1156,3/13/24,,,
Mymensingh,1084,932,3/13/24,,,
Sylhet ,426,426,3/13/24,,,
Barisal ,371,371,3/13/24,,,
Rangpur ,786,786,3/13/24,,,
Dhaka,4323.27,4323.27,3/12/24,,,
Chittagong ,1082.5,1082.5,3/12/24,,,
Khulna ,1429.6,1429.6,3/12/24,,,
Rajshahi ,1160.4,1160.4,3/12/24,,,
Comilla,1056,1056,3/12/24,,,
Mymensingh,1078,988,3/12/24,,,
Sylhet ,407,407,3/12/24,,,
Barisal ,356.3,356.3,3/12/24,,,
Rangpur ,791,791,3/12/24,,,
Dhaka,4376.19,4376.19,3/11/24,,,
Chittagong ,1127.1,1127.1,3/11/24,,,
Khulna ,1394,1394,3/11/24,,,
Rajshahi ,1272.2,1272.2,3/11/24,,,
Comilla,1005,1005,3/11/24,,,
Mymensingh,1086,937,3/11/24,,,
Sylhet ,420,420,3/11/24,,,
Barisal ,324,324,3/11/24,,,
Rangpur ,858,858,3/11/24,,,
Dhaka,4312.15,4312.15,3/10/24,,,
Chittagong ,1099.5,1099.5,3/10/24,,,
Khulna ,1357.2,1357.2,3/10/24,,,
Rajshahi ,1255.4,1255.4,3/10/24,,,
Comilla,986,986,3/10/24,,,
Mymensingh,1031,951,3/10/24,,,
Sylhet ,395,395,3/10/24,,,
Barisal ,300,300,3/10/24,,,
Rangpur ,839,839,3/10/24,,,
Dhaka,4174.62,4154.62,3/9/24,,,
Chittagong ,1084.8,1084.8,3/9/24,,,
Khulna ,1307.8,1307.8,3/9/24,,,
Rajshahi ,1220.6,1220.6,3/9/24,,,
Comilla,960,960,3/9/24,,,
Mymensingh,1022,946,3/9/24,,,
Sylhet ,399,399,3/9/24,,,
Barisal ,311.5,311.5,3/9/24,,,
Rangpur ,802,802,3/9/24,,,
Dhaka,3490,3490,3/8/24,,,
Chittagong ,1031,1031,3/8/24,,,
Khulna ,1224.3,1224.3,3/8/24,,,
Rajshahi ,1147,1147,3/8/24,,,
Comilla,907,907,3/8/24,,,
Mymensingh,968,929,3/8/24,,,
Sylhet ,363,363,3/8/24,,,
Barisal ,285.3,285.3,3/8/24,,,
Rangpur ,785,785,3/8/24,,,
Dhaka,4273.84,4273.84,3/7/24,,,
Chittagong ,1164,1164,3/7/24,,,
Khulna ,1292.2,1292.2,3/7/24,,,
Rajshahi ,1221.4,1221.4,3/7/24,,,
Comilla,957,957,3/7/24,,,
Mymensingh,1006,923,3/7/24,,,
Sylhet ,386,386,3/7/24,,,
Barisal ,299,299,3/7/24,,,
Rangpur ,824,824,3/7/24,,,
Dhaka,4255.52,4255.52,3/6/24,,,
Chittagong ,1107.4,1107.4,3/6/24,,,
Khulna ,1319,1319,3/6/24,,,
Rajshahi ,1206.6,1206.6,3/6/24,,,
Comilla,963,963,3/6/24,,,
Mymensingh,1018,969,3/6/24,,,
Sylhet ,388,388,3/6/24,,,
Barisal ,318.6,318.6,3/6/24,,,
Rangpur ,833,833,3/6/24,,,
Dhaka,4375,4360,3/5/24,,,
Chittagong ,1114.2,1114.2,3/5/24,,,
Khulna ,1373.6,1373.6,3/5/24,,,
Rajshahi ,1234.6,1234.6,3/5/24,,,
Comilla,995,995,3/5/24,,,
Mymensingh,1023,924,3/5/24,,,
Sylhet ,382,382,3/5/24,,,
Barisal ,310,310,3/5/24,,,
Rangpur ,812,812,3/5/24,,,
Dhaka,4287.75,4287.75,3/4/24,,,
Chittagong ,1126.2,1126.2,3/4/24,,,
Khulna ,1288,1288,3/4/24,,,
Rajshahi ,1135.8,1135.8,3/4/24,,,
Comilla,902,902,3/4/24,,,
Mymensingh,975,950,3/4/24,,,
Sylhet ,399,399,3/4/24,,,
Barisal ,304,304,3/4/24,,,
Rangpur ,805,805,3/4/24,,,
Dhaka,4366.18,4366.18,3/3/24,,,
Chittagong ,1097.5,1097.5,3/3/24,,,
Khulna ,1324.2,1324.2,3/3/24,,,
Rajshahi ,1164.6,1164.6,3/3/24,,,
Comilla,969,969,3/3/24,,,
Mymensingh,1015,923,3/3/24,,,
Sylhet ,392,392,3/3/24,,,
Barisal ,315.4,315.4,3/3/24,,,
Rangpur ,775,775,3/3/24,,,
Dhaka,4159.62,4144.62,3/2/24,,,
Chittagong ,1061,1061,3/2/24,,,
Khulna ,1281.2,1281.2,3/2/24,,,
Rajshahi ,1186.4,1186.4,3/2/24,,,
Comilla,922,922,3/2/24,,,
Mymensingh,1002,947,3/2/24,,,
Sylhet ,386,386,3/2/24,,,
Barisal ,309,309,3/2/24,,,
Rangpur ,762,762,3/2/24,,,
Dhaka,3426.48,3426.48,3/1/24,,,
Chittagong ,1007.5,1007.5,3/1/24,,,
Khulna ,1185,1185,3/1/24,,,
Rajshahi ,1093,1093,3/1/24,,,
Comilla,857,857,3/1/24,,,
Mymensingh,944,926,3/1/24,,,
Sylhet ,360,360,3/1/24,,,
Barisal ,282,282,3/1/24,,,
Rangpur ,748,748,3/1/24,,,
Dhaka,4283.84,4283.84,2/29/24,,,
Chittagong ,1151.1,1151.1,2/29/24,,,
Khulna ,1255.2,1255.2,2/29/24,,,
Rajshahi ,1147.2,1147.2,2/29/24,,,
Comilla,930,930,2/29/24,,,
Mymensingh,950,900,2/29/24,,,
Sylhet ,375,375,2/29/24,,,
Barisal ,287,287,2/29/24,,,
Rangpur ,760,760,2/29/24,,,
Dhaka,4114.55,4114.55,2/28/24,,,
Chittagong ,1228,1228,2/28/24,,,
Khulna ,1255.3,1255.3,2/28/24,,,
Rajshahi ,1143.2,1143.2,2/28/24,,,
Comilla,815,815,2/28/24,,,
Mymensingh,967,947,2/28/24,,,
Sylhet ,367,367,2/28/24,,,
Barisal ,295.2,295.2,2/28/24,,,
Rangpur ,767,767,2/28/24,,,
Dhaka,4033.79,4033.79,2/27/24,,,
Chittagong ,1103,1103,2/27/24,,,
Khulna ,1238.7,1238.7,2/27/24,,,
Rajshahi ,1120,1120,2/27/24,,,
Comilla,889,889,2/27/24,,,
Mymensingh,968,936,2/27/24,,,
Sylhet ,361,361,2/27/24,,,
Barisal ,298.8,298.8,2/27/24,,,
Rangpur ,740,740,2/27/24,,,
Dhaka,3096.96,3096.96,2/26/24,,,
Chittagong ,957.5,957.5,2/26/24,,,
Khulna ,1147,1147,2/26/24,,,
Rajshahi ,1032.2,1032.2,2/26/24,,,
Comilla,831,831,2/26/24,,,
Mymensingh,858,858,2/26/24,,,
Sylhet ,334,334,2/26/24,,,
Barisal ,281.5,281.5,2/26/24,,,
Rangpur ,710,710,2/26/24,,,
Dhaka,3577.04,3577.04,2/25/24,,,
Chittagong ,1018.2,1018.2,2/25/24,,,
Khulna ,1174,1174,2/25/24,,,
Rajshahi ,964,964,2/25/24,,,
Comilla,868,868,2/25/24,,,
Mymensingh,861,861,2/25/24,,,
Sylhet ,352,352,2/25/24,,,
Barisal ,289.4,289.4,2/25/24,,,
Rangpur ,734,734,2/25/24,,,
Dhaka,3324,3324,2/24/24,,,
Chittagong,1090,1090,2/24/24,,,
Khulna,1147,1147,2/24/24,,,
Rajshahi,1032,1032,2/24/24,,,
Comilla,796,796,2/24/24,,,
Mymensingh,844,844,2/24/24,,,
Sylhet,339,339,2/24/24,,,
Barisal,277,277,2/24/24,,,
Rangpur,716,716,2/24/24,,,
Dhaka,3324.18,3324.18,2/23/24,,,
Chittagong ,1089.5,1089.5,2/23/24,,,
Khulna ,1146.7,1146.7,2/23/24,,,
Rajshahi ,1031.8,1031.8,2/23/24,,,
Comilla,796,796,2/23/24,,,
Mymensingh,844,844,2/23/24,,,
Sylhet ,339,339,2/23/24,,,
Barisal ,277,277,2/23/24,,,
Rangpur ,716,716,2/23/24,,,
Dhaka,3825.48,3825.48,2/22/24,,,
Chittagong ,1128,1128,2/22/24,,,
Khulna ,1179,1179,2/22/24,,,
Rajshahi ,1030.6,1030.6,2/22/24,,,
Comilla,825,825,2/22/24,,,
Mymensingh,839,839,2/22/24,,,
Sylhet ,366,366,2/22/24,,,
Barisal ,309,309,2/22/24,,,
Rangpur ,688,688,2/22/24,,,
Dhaka,3340.8,3340.8,2/21/24,,,
Chittagong ,965.4,965.4,2/21/24,,,
Khulna ,1227,1227,2/21/24,,,
Rajshahi ,1105,1105,2/21/24,,,
Comilla,882,882,2/21/24,,,
Mymensingh,910,910,2/21/24,,,
Sylhet ,347,347,2/21/24,,,
Barisal ,257,257,2/21/24,,,
Rangpur ,737,737,2/21/24,,,
Dhaka,4244.77,4220.77,2/20/24,,,
Chittagong ,1035.5,1035.5,2/20/24,,,
Khulna ,1295.6,1295.6,2/20/24,,,
Rajshahi ,1136.4,1136.4,2/20/24,,,
Comilla,902,902,2/20/24,,,
Mymensingh,1004,869,2/20/24,,,
Sylhet ,376,376,2/20/24,,,
Barisal ,296.1,296.1,2/20/24,,,
Rangpur ,754,754,2/20/24,,,
Dhaka,4208.89,4198.89,2/19/24,,,
Chittagong ,1130,1130,2/19/24,,,
Khulna ,1251,1251,2/19/24,,,
Rajshahi ,1135.2,1135.2,2/19/24,,,
Comilla,887,887,2/19/24,,,
Mymensingh,1025,869,2/19/24,,,
Sylhet ,380,380,2/19/24,,,
Barisal ,295,295,2/19/24,,,
Rangpur ,763,763,2/19/24,,,
Dhaka,4116.04,4088.04,2/18/24,,,
Chittagong ,1058,1058,2/18/24,,,
Khulna ,1224.7,1224.7,2/18/24,,,
Rajshahi ,1126,1126,2/18/24,,,
Comilla,879,879,2/18/24,,,
Mymensingh,1012,889,2/18/24,,,
Sylhet ,365,365,2/18/24,,,
Barisal ,288,288,2/18/24,,,
Rangpur ,793,793,2/18/24,,,
Dhaka,3946.74,3946.74,2/17/24,,,
Chittagong ,1138,1138,2/17/24,,,
Khulna ,1238.8,1238.8,2/17/24,,,
Rajshahi ,1094.6,1094.6,2/17/24,,,
Comilla,873,873,2/17/24,,,
Mymensingh,993,876,2/17/24,,,
Sylhet ,383,383,2/17/24,,,
Barisal ,291.8,291.8,2/17/24,,,
Rangpur ,773,773,2/17/24,,,
Dhaka,3295.2,3295.2,2/16/24,,,
Chittagong ,1019.8,1019.8,2/16/24,,,
Khulna ,1095.1,1095.1,2/16/24,,,
Rajshahi ,977,977,2/16/24,,,
Comilla,839,839,2/16/24,,,
Mymensingh,958,890,2/16/24,,,
Sylhet ,352,352,2/16/24,,,
Barisal ,277,277,2/16/24,,,
Rangpur ,671,671,2/16/24,,,
Dhaka,4128.44,4108.44,2/15/24,,,
Chittagong ,1091.9,1091.9,2/15/24,,,
Khulna ,1077.8,1077.8,2/15/24,,,
Rajshahi ,1077.2,1077.2,2/15/24,,,
Comilla,762,762,2/15/24,,,
Mymensingh,962,890,2/15/24,,,
Sylhet ,386,386,2/15/24,,,
Barisal ,287.3,287.3,2/15/24,,,
Rangpur ,765,765,2/15/24,,,
Dhaka,3984.55,3984.55,2/14/24,,,
Chittagong ,1032,1032,2/14/24,,,
Khulna ,1183.6,1183.6,2/14/24,,,
Rajshahi ,1068.2,1068.2,2/14/24,,,
Comilla,897,897,2/14/24,,,
Mymensingh,969,909,2/14/24,,,
Sylhet ,378,378,2/14/24,,,
Barisal ,291.5,291.5,2/14/24,,,
Rangpur ,757,757,2/14/24,,,
Dhaka,3907.87,3907.87,2/13/24,,,
Chittagong ,1023.5,1023.5,2/13/24,,,
Khulna ,1192,1192,2/13/24,,,
Rajshahi ,1091,1091,2/13/24,,,
Comilla,861,861,2/13/24,,,
Mymensingh,989,899,2/13/24,,,
Sylhet ,374,374,2/13/24,,,
Barisal ,286.4,286.4,2/13/24,,,
Rangpur ,761,761,2/13/24,,,
Dhaka,3839.86,3839.86,2/12/24,,,
Chittagong ,989,989,2/12/24,,,
Khulna ,1208.5,1208.5,2/12/24,,,
Rajshahi ,1100.6,1100.6,2/12/24,,,
Comilla,890,890,2/12/24,,,
Mymensingh,954,857,2/12/24,,,
Sylhet ,373,373,2/12/24,,,
Barisal ,284.8,284.8,2/12/24,,,
Rangpur ,777,777,2/12/24,,,
Dhaka,3779.52,3779.52,2/11/24,,,
Chittagong ,989,989,2/11/24,,,
Khulna ,1207,1207,2/11/24,,,
Rajshahi ,1041.4,1041.4,2/11/24,,,
Comilla,881,881,2/11/24,,,
Mymensingh,971,879,2/11/24,,,
Sylhet ,379,379,2/11/24,,,
